0,0
0.005,1
0.01,0
0.015,1
0.02,0
0.025,1
0.03,0
0.035,1
0.04,1
0.045,1
0.05,0
0.055,0
0.06,0
0.065,1
0.07,1
0.075,0
0.08,0
0.085,1
0.09,0
0.095,1
0.1,1
0.105,0
0.11,1
0.115,1
0.12,0
0.125,0
0.13,0
0.135,0
0.14,0
0.145,1
0.15,0
0.155,0
0.16,1
0.165,1
0.17,1
0.175,0
0.18,1
0.185,0
0.19,0
0.195,1
0.2,0
0.205,1
0.21,1
0.215,1
0.22,0
0.225,1
0.23,1
0.235,1
0.24,0
0.245,1
0.25,0
0.255,0
0.26,0
0.265,0
0.27,1
0.275,0
0.28,1
0.285,0
0.29,0
0.295,0
0.3,1
0.305,0
0.31,1
0.315,0
0.32,1
0.325,1
0.33,1
0.335,1
0.34,0
0.345,0
0.35,0
0.355,1
0.36,0
0.365,1
0.37,0
0.375,0
0.38,1
0.385,1
0.39,0
0.395,0
0.4,0
0.405,1
0.41,0
0.415,0
0.42,1
0.425,0
0.43,0
0.435,0
0.44,0
0.445,1
0.45,0
0.455,0
0.46,0
0.465,0
0.47,1
0.475,1
0.48,0
0.485,0
0.49,1
0.495,1
0.5,1
0.505,1
0.51,1
0.515,1
0.52,1
0.525,1
0.53,1
0.535,0
0.54,0
0.545,0
0.55,1
0.555,1
0.56,1
0.565,0
0.57,1
0.575,1
0.58,1
0.585,1
0.59,1
0.595,0
0.6,1
0.605,0
0.61,0
0.615,0
0.62,1
0.625,1
0.63,0
0.635,0
0.64,0
0.645,0
0.65,1
0.655,0
0.66,0
0.665,1
0.67,0
0.675,1
0.68,0
0.685,0
0.69,0
0.695,0
0.7,0
0.705,1
0.71,1
0.715,1
0.72,1
0.725,0
0.73,0
0.735,0
0.74,0
0.745,0
0.75,1
0.755,1
0.76,0
0.765,1
0.77,0
0.775,1
0.78,0
0.785,0
0.79,1
0.795,0
0.8,1
0.805,0
0.81,1
0.815,0
0.82,0
0.825,1
0.83,1
0.835,1
0.84,0
0.845,0
0.85,0
0.855,0
0.86,0
0.865,0
0.87,1
0.875,0
0.88,0
0.885,0
0.89,1
0.895,1
0.9,1
0.905,1
0.91,0
0.915,1
0.92,0
0.925,0
0.93,1
0.935,1
0.94,1
0.945,1
0.95,0
0.955,0
0.96,1
0.965,0
0.97,0
0.975,0
0.98,1
0.985,0
0.99,0
0.995,1
1,1
1.005,0
1.01,0
1.015,1
1.02,1
1.025,0
1.03,1
1.035,1
1.04,0
1.045,1
1.05,1
1.055,0
1.06,1
1.065,0
1.07,0
1.075,1
1.08,1
1.085,0
1.09,1
1.095,0
1.1,1
1.105,1
1.11,0
1.115,1
1.12,1
1.125,1
1.13,0
1.135,0
1.14,1
1.145,0
1.15,1
1.155,1
1.16,1
1.165,1
1.17,1
1.175,1
1.18,0
1.185,0
1.19,1
1.195,1
1.2,1
1.205,0
1.21,0
1.215,1
1.22,0
1.225,0
1.23,1
1.235,1
1.24,0
1.245,1
1.25,1
1.255,1
1.26,1
1.265,1
1.27,1
1.275,1
1.28,0
1.285,1
1.29,0
1.295,1
1.3,0
1.305,1
1.31,0
1.315,0
1.32,0
1.325,1
1.33,1
1.335,1
1.34,0
1.345,0
1.35,1
1.355,1
1.36,0
1.365,1
1.37,0
1.375,0
1.38,1
1.385,0
1.39,0
1.395,1
1.4,1
1.405,1
1.41,1
1.415,1
1.42,0
1.425,1
1.43,1
1.435,0
1.44,0
1.445,0
1.45,1
1.455,0
1.46,1
1.465,1
1.47,0
1.475,1
1.48,0
1.485,0
1.49,0
1.495,1
1.5,0
