0,4.16351
0.005,5.37164
0.01,4.47498
0.015,4.31885
0.02,5.04375
0.025,4.82006
0.03,6.27196
0.035,3.99283
0.04,4.5525
0.045,1.81528
0.05,5.32701
0.055,4.22335
0.06,4.9237
0.065,6.18748
0.07,5.62094
0.075,4.18137
0.08,4.96449
0.085,5.7508
0.09,4.32939
0.095,5.6888
0.1,7.32112
0.105,3.20933
0.11,6.93552
0.115,4.79661
0.12,4.02297
0.125,2.47785
0.13,5.19062
0.135,5.48182
0.14,5.59954
0.145,5.53811
0.15,3.94327
0.155,5.15204
0.16,4.80863
0.165,5.36325
0.17,5.0987
0.175,5.64205
0.18,5.2762
0.185,5.10442
0.19,4.40476
0.195,5.23151
0.2,2.4082
0.205,3.90339
0.21,5.0983
0.215,5.54142
0.22,3.76377
0.225,4.86955
0.23,3.89769
0.235,5.28548
0.24,4.53509
0.245,3.97563
0.25,3.7108
0.255,6.99834
0.26,5.58965
0.265,6.41816
0.27,5.9489
0.275,3.85358
0.28,6.60331
0.285,4.83469
0.29,6.0602
0.295,2.65123
0.3,3.99838
0.305,4.62028
0.31,4.66759
0.315,6.31832
0.32,5.02679
0.325,4.40122
0.33,4.80831
0.335,5.57603
0.34,4.90323
0.345,5.55747
0.35,4.74164
0.355,3.60466
0.36,6.801
0.365,6.84025
0.37,6.05484
0.375,5.5197
0.38,5.07803
0.385,5.48588
0.39,3.19113
0.395,5.60858
0.4,6.33532
0.405,4.95603
0.41,7.05591
0.415,4.67454
0.42,5.97487
0.425,3.19093
0.43,5.60591
0.435,7.01275
0.44,3.07676
0.445,6.59461
0.45,4.39516
0.455,5.01775
0.46,4.408
0.465,4.30282
0.47,5.60857
0.475,5.22548
0.48,4.44091
0.485,3.31978
0.49,5.08661
0.495,4.40998
0.5,5.88254
0.505,2.58885
0.51,5.17036
0.515,5.61471
0.52,6.52205
0.525,4.74532
0.53,4.61038
0.535,4.49206
0.54,3.98321
0.545,4.7973
0.55,4.84907
0.555,4.40485
0.56,5.28926
0.565,5.30653
0.57,4.89163
0.575,4.66613
0.58,5.48542
0.585,5.56159
0.59,6.26907
0.595,6.15148
0.6,5.65542
0.605,5.09379
0.61,2.82744
0.615,4.85216
0.62,6.27063
0.625,2.30317
0.63,3.64464
0.635,3.18217
0.64,5.67117
0.645,4.89726
0.65,3.16676
0.655,5.08714
0.66,5.78454
0.665,6.3036
0.67,6.64277
0.675,5.36213
0.68,6.93148
0.685,5.06375
0.69,3.96757
0.695,5.09207
0.7,5.69765
0.705,5.21183
0.71,4.5932
0.715,5.18241
0.72,4.97879
0.725,4.31868
0.73,6.5506
0.735,5.78055
0.74,6.54945
0.745,5.45404
0.75,3.61162
0.755,7.24312
0.76,3.98582
0.765,6.32075
0.77,4.9214
0.775,5.37243
0.78,5.54778
0.785,3.93274
0.79,3.03304
0.795,3.81165
0.8,2.61747
0.805,5.63589
0.81,4.46559
0.815,5.19969
0.82,3.16017
0.825,3.36924
0.83,5.74079
0.835,3.58907
0.84,5.09893
0.845,3.64056
0.85,5.76273
0.855,5.28816
0.86,7.28544
0.865,6.97586
0.87,5.99826
0.875,5.19456
0.88,6.74547
0.885,5.12052
0.89,4.95633
0.895,5.47655
0.9,5.59489
0.905,3.90151
0.91,4.3218
0.915,6.31098
0.92,6.20313
0.925,5.74625
0.93,4.13392
0.935,4.01071
0.94,3.53856
0.945,5.95562
0.95,4.02487
0.955,5.80795
0.96,5.65456
0.965,5.20123
0.97,5.25671
0.975,7.1569
0.98,4.8835
0.985,3.74221
0.99,3.74036
0.995,6.6211
1,5.41603
1.005,4.71228
1.01,5.44678
1.015,3.28787
1.02,3.74373
1.025,3.25258
1.03,6.04832
1.035,5.47956
1.04,4.38182
1.045,4.33564
1.05,3.16099
1.055,5.84642
1.06,5.71516
1.065,3.95031
1.07,5.44692
1.075,3.58248
1.08,5.26543
1.085,5.67098
1.09,3.46376
1.095,4.99247
1.1,2.42837
1.105,3.35536
1.11,5.64268
1.115,4.94815
1.12,4.9803
1.125,4.40738
1.13,3.26776
1.135,5.38354
1.14,3.65546
1.145,2.86442
1.15,4.27729
1.155,6.55359
1.16,6.11115
1.165,3.43261
1.17,4.50982
1.175,5.54668
1.18,4.91034
1.185,3.1857
1.19,4.68795
1.195,5.87614
1.2,4.85223
1.205,5.62758
1.21,4.90027
1.215,5.44659
1.22,6.19547
1.225,6.3861
1.23,4.85081
1.235,4.85879
1.24,2.8141
1.245,6.45644
1.25,4.94224
1.255,5.31655
1.26,4.38769
1.265,6.10394
1.27,5.51095
1.275,5.17794
1.28,5.35374
1.285,3.60865
1.29,5.57491
1.295,4.93807
1.3,5.62303
1.305,4.44964
1.31,4.98569
1.315,5.78457
1.32,5.30422
1.325,3.69829
1.33,6.01376
